,City,Station,Date,FromDate,ToDate,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Benzene,Ozone,CH4,CO2,BlackCarbon,I1(PM2.5),I2(PM10),I3(NO),I4(NO2),I5(NH3),I6(SO2),I7(CO),I1(PM2.5).1,I2(PM10).1,I3(NO).1,I4(NO2).1,I5(NH3).1,I6(SO2).1,I7(CO).1,AQI
4395,Mumbai-03,"BorivaliEast,Mumbai-IITM",22/11/2021,22-11-202100:00,23-11-202100:00,15.89,55.62,8.04,19.2,9.07,,0.35,10.31,,,459.46,,15.89,55.62,8.04,19.2,9.07,0,0.35,1,1,1,1,1,0,1,55.62
4396,Mumbai-03,"BorivaliEast,Mumbai-IITM",23/11/2021,23-11-202100:00,24-11-202100:00,14.95,52.83,7.68,15.95,8.83,,0.26,5.15,,,447.04,,14.95,52.83,7.68,15.95,8.83,0,0.26,1,1,1,1,1,0,1,52.83
4397,Mumbai-03,"BorivaliEast,Mumbai-IITM",24/11/2021,24-11-202100:00,25-11-202100:00,24.59,116.92,7.85,4.8,8.64,,0.5,5.22,,,466.98,,24.59,111.28,7.85,4.8,8.64,0,0.5,1,1,1,1,1,0,1,111.28
4398,Mumbai-03,"BorivaliEast,Mumbai-IITM",25/11/2021,25-11-202100:00,26-11-202100:00,24.22,122.84,7.88,5.3,8.93,,0.34,5.27,,,464.62,,24.22,115.2266667,7.88,5.3,8.93,0,0.34,1,1,1,1,1,0,1,115.2266667
4399,Mumbai-03,"BorivaliEast,Mumbai-IITM",26/11/2021,26-11-202100:00,27-11-202100:00,31.2,127.44,7.79,18.71,13.8,,0.29,5.37,,,460.2,,31.2,118.2933333,7.79,18.71,13.8,0,0.29,1,1,1,1,1,0,1,118.2933333
4400,Mumbai-03,"BorivaliEast,Mumbai-IITM",27/11/2021,27-11-202100:00,28-11-202100:00,24.51,116.79,7.66,4.66,8.67,,0.19,5.26,,,450.73,,24.51,111.1933333,7.66,4.66,8.67,0,0.19,1,1,1,1,1,0,1,111.1933333
4401,Mumbai-03,"BorivaliEast,Mumbai-IITM",28/11/2021,28-11-202100:00,29-11-202100:00,28.23,120.73,7.37,16.42,8.19,,0.22,10.11,,,444.7,,28.23,113.82,7.37,16.42,8.19,0,0.22,1,1,1,1,1,0,1,113.82
4402,Mumbai-03,"BorivaliEast,Mumbai-IITM",29/11/2021,29-11-202100:00,30-11-202100:00,54.93,119.59,7.49,4.71,7.98,,0.24,5.27,,,449.18,,54.93,113.06,7.49,4.71,7.98,0,0.24,1,1,1,1,1,0,1,113.06
4403,Mumbai-03,"BorivaliEast,Mumbai-IITM",30/11/2021,30-11-202100:00,01-12-202100:00,120.5,148.42,7.66,5.27,8.35,,0.54,5.4,,,446.89,,113.6666667,132.28,7.66,5.27,8.35,0,0.54,1,1,1,1,1,0,1,132.28
4404,Mumbai-03,"BorivaliEast,Mumbai-IITM",01/12/2021,01-12-202100:00,02-12-202100:00,98.8,119.17,7.49,17.67,8.28,,0.43,10.01,,,445.87,,98.8,112.78,7.49,17.67,8.28,0,0.43,1,1,1,1,1,0,1,112.78
4405,Mumbai-03,"BorivaliEast,Mumbai-IITM",02/12/2021,02-12-202100:00,03-12-202100:00,50.56,61.57,6.48,5.45,8.03,,0.41,5.41,,,441.04,,50.56,61.57,6.48,5.45,8.03,0,0.41,1,1,1,1,1,0,1,61.57
4406,Mumbai-03,"BorivaliEast,Mumbai-IITM",03/12/2021,03-12-202100:00,04-12-202100:00,45.4,51.93,6.74,5.32,7.91,,0.36,10.48,,,463.63,,45.4,51.93,6.74,5.32,7.91,0,0.36,1,1,1,1,1,0,1,51.93
4407,Mumbai-03,"BorivaliEast,Mumbai-IITM",04/12/2021,04-12-202100:00,05-12-202100:00,61.75,81.8,7.97,18.7,7.96,,0.36,9.88,,,466.08,,61.75,81.8,7.97,18.7,7.96,0,0.36,1,1,1,1,1,0,1,81.8
4408,Mumbai-03,"BorivaliEast,Mumbai-IITM",05/12/2021,05-12-202100:00,06-12-202100:00,39.69,51.48,6.73,5.69,8.12,,0.22,5.56,,,463.18,,39.69,51.48,6.73,5.69,8.12,0,0.22,1,1,1,1,1,0,1,51.48
4409,Mumbai-03,"BorivaliEast,Mumbai-IITM",06/12/2021,06-12-202100:00,07-12-202100:00,105.75,140.55,7.77,19.78,8.54,,0.46,10.66,,,485.32,,103.8333333,127.0333333,7.77,19.78,8.54,0,0.46,1,1,1,1,1,0,1,127.0333333
4410,Mumbai-03,"BorivaliEast,Mumbai-IITM",07/12/2021,07-12-202100:00,08-12-202100:00,109.74,174.62,7.78,5.71,6.26,,0.37,11.02,,,466.14,,106.4933333,149.7466667,7.78,5.71,6.26,0,0.37,1,1,1,1,1,0,1,149.7466667
4411,Mumbai-03,"BorivaliEast,Mumbai-IITM",08/12/2021,08-12-202100:00,09-12-202100:00,59.17,168.62,7.56,17.94,8.83,,0.25,10.73,,,448,,59.17,145.7466667,7.56,17.94,8.83,0,0.25,1,1,1,1,1,0,1,145.7466667
4412,Mumbai-03,"BorivaliEast,Mumbai-IITM",09/12/2021,09-12-202100:00,10-12-202100:00,66.79,174.75,6.86,6.48,6.75,,0.63,10.4,,,486.73,,66.79,149.8333333,6.86,6.48,6.75,0,0.63,1,1,1,1,1,0,1,149.8333333
4413,Mumbai-03,"BorivaliEast,Mumbai-IITM",10/12/2021,10-12-202100:00,11-12-202100:00,48.11,154.85,8.07,6.38,6.56,,0.54,10.51,,,475.9,,48.11,136.5666667,8.07,6.38,6.56,0,0.54,1,1,1,1,1,0,1,136.5666667
4414,Mumbai-03,"BorivaliEast,Mumbai-IITM",11/12/2021,11-12-202100:00,12-12-202100:00,43.41,157.16,6.27,6.56,6.44,,0.42,10.84,,,463.68,,43.41,138.1066667,6.27,6.56,6.44,0,0.42,1,1,1,1,1,0,1,138.1066667
4415,Mumbai-03,"BorivaliEast,Mumbai-IITM",12/12/2021,12-12-202100:00,13-12-202100:00,40.75,137.23,8.29,20.67,9.06,,0.3,10.91,,,463.58,,40.75,124.82,8.29,20.67,9.06,0,0.3,1,1,1,1,1,0,1,124.82
4416,Mumbai-03,"BorivaliEast,Mumbai-IITM",13/12/2021,13-12-202100:00,14-12-202100:00,38.21,97.78,7.63,5.93,8.86,,0.16,5.53,,,460.42,,38.21,97.78,7.63,5.93,8.86,0,0.16,1,1,1,1,1,0,1,97.78
4417,Mumbai-03,"BorivaliEast,Mumbai-IITM",14/12/2021,14-12-202100:00,15-12-202100:00,33.71,75.79,7.96,6.72,8.71,,0.19,5.65,,,467.38,,33.71,75.79,7.96,6.72,8.71,0,0.19,1,1,1,1,1,0,1,75.79
4418,Mumbai-03,"BorivaliEast,Mumbai-IITM",15/12/2021,15-12-202100:00,16-12-202100:00,60.77,83.83,7.64,23.39,6.15,,0.22,5.55,,,465.31,,60.77,83.83,7.64,23.39,6.15,0,0.22,1,1,1,1,1,0,1,83.83
4419,Mumbai-03,"BorivaliEast,Mumbai-IITM",16/12/2021,16-12-202100:00,17-12-202100:00,81.33,94.33,8.07,27.35,9.24,,0.33,11.14,,,468.98,,81.33,94.33,8.07,27.35,9.24,0,0.33,1,1,1,1,1,0,1,94.33
4420,Mumbai-03,"BorivaliEast,Mumbai-IITM",17/12/2021,17-12-202100:00,18-12-202100:00,61.12,177.01,9,29.4,6.66,,0.44,5.8,,,491,,61.12,151.34,9,29.4,6.66,0,0.44,1,1,1,1,1,0,1,151.34
4421,Mumbai-03,"BorivaliEast,Mumbai-IITM",18/12/2021,18-12-202100:00,19-12-202100:00,46.69,180.11,8.09,23.6,9.42,,0.36,11.49,,,472.38,,46.69,153.4066667,8.09,23.6,9.42,0,0.36,1,1,1,1,1,0,1,153.4066667
4422,Mumbai-03,"BorivaliEast,Mumbai-IITM",19/12/2021,19-12-202100:00,20-12-202100:00,43.81,170.56,7.73,6,9.17,,0.16,5.93,,,460.02,,43.81,147.04,7.73,6,9.17,0,0.16,1,1,1,1,1,0,1,147.04
4423,Mumbai-03,"BorivaliEast,Mumbai-IITM",20/12/2021,20-12-202100:00,21-12-202100:00,41.55,167.76,7.41,5.95,9.13,,0.11,5.7,,,455.92,,41.55,145.1733333,7.41,5.95,9.13,0,0.11,1,1,1,1,1,0,1,145.1733333
4424,Mumbai-03,"BorivaliEast,Mumbai-IITM",21/12/2021,21-12-202100:00,22-12-202100:00,48.2,183.53,7.71,25.27,9.69,,0.11,5.53,,,461.33,,48.2,155.6866667,7.71,25.27,9.69,0,0.11,1,1,1,1,1,0,1,155.6866667
4425,Mumbai-03,"BorivaliEast,Mumbai-IITM",22/12/2021,22-12-202100:00,23-12-202100:00,42.11,175.44,7.73,26.16,9.46,,0.06,11.16,,,458,,42.11,150.2933333,7.73,26.16,9.46,0,0.06,1,1,1,1,1,0,1,150.2933333
4426,Mumbai-03,"BorivaliEast,Mumbai-IITM",23/12/2021,23-12-202100:00,24-12-202100:00,45.73,181.16,6.19,27.6,6.62,,0.17,11.38,,,463.64,,45.73,154.1066667,6.19,27.6,6.62,0,0.17,1,1,1,1,1,0,1,154.1066667
4427,Mumbai-03,"BorivaliEast,Mumbai-IITM",24/12/2021,24-12-202100:00,25-12-202100:00,24.8,123.81,6.65,23.11,6.62,,0.11,5.79,,,461.13,,24.8,115.8733333,6.65,23.11,6.62,0,0.11,1,1,1,1,1,0,1,115.8733333
4428,Mumbai-03,"BorivaliEast,Mumbai-IITM",25/12/2021,25-12-202100:00,26-12-202100:00,23.24,119.64,6.65,6.08,9.36,,0.11,5.76,,,454.38,,23.24,113.0933333,6.65,6.08,9.36,0,0.11,1,1,1,1,1,0,1,113.0933333
4429,Mumbai-03,"BorivaliEast,Mumbai-IITM",26/12/2021,26-12-202100:00,27-12-202100:00,33.1,158.42,8.15,22.59,9.5,,0.13,5.65,,,460.85,,33.1,138.9466667,8.15,22.59,9.5,0,0.13,1,1,1,1,1,0,1,138.9466667
4430,Mumbai-03,"BorivaliEast,Mumbai-IITM",27/12/2021,27-12-202100:00,28-12-202100:00,53.03,153.39,7.9,37.36,11,,0.6,12.02,,,501.13,,53.03,135.5933333,7.9,37.36,11,0,0.6,1,1,1,1,1,0,1,135.5933333
4431,Mumbai-03,"BorivaliEast,Mumbai-IITM",28/12/2021,28-12-202100:00,29-12-202100:00,88.24,175.59,9.62,57.79,15.95,,0.99,6.52,,,492.53,,88.24,150.3933333,9.62,57.79,15.95,0,0.99,1,1,1,1,1,0,1,150.3933333
4432,Mumbai-03,"BorivaliEast,Mumbai-IITM",29/12/2021,29-12-202100:00,30-12-202100:00,73.98,152.71,12.89,50.99,15.44,,0.91,13.25,,,486.71,,73.98,135.14,12.89,50.99,15.44,0,0.91,1,1,1,1,1,0,1,135.14
4433,Mumbai-03,"BorivaliEast,Mumbai-IITM",30/12/2021,30-12-202100:00,31-12-202100:00,78.56,151.26,8.09,38.15,14.09,,0.7,7.18,,,466.08,,78.56,134.1733333,8.09,38.15,14.09,0,0.7,1,1,1,1,1,0,1,134.1733333
4434,Mumbai-03,"BorivaliEast,Mumbai-IITM",31/12/2021,31-12-202100:00,01-01-202200:00,79.61,161.06,8.49,34.81,14.75,,0.76,14.73,,,465.49,,79.61,140.7066667,8.49,34.81,14.75,0,0.76,1,1,1,1,1,0,1,140.7066667
4435,Mumbai-04,"BorivaliEast,Mumbai-MPCB",12/06/2019,12-06-201900:00,13-06-201900:00,6.74,15.44,0.69,9.34,6.88,7.31,0.15,51.49,0.14,,,,6.74,15.44,0.69,9.34,6.88,7.31,0.15,1,1,1,1,1,1,1,15.44
4436,Mumbai-04,"BorivaliEast,Mumbai-MPCB",13/06/2019,13-06-201900:00,14-06-201900:00,11.78,37.13,1.32,11.09,5.25,7.33,0.16,49.32,1.04,,,,11.78,37.13,1.32,11.09,5.25,7.33,0.16,1,1,1,1,1,1,1,37.13
4437,Mumbai-04,"BorivaliEast,Mumbai-MPCB",14/06/2019,14-06-201900:00,15-06-201900:00,13.05,40.49,1.43,12.51,4.84,7.31,0.17,47.53,1.51,,,,13.05,40.49,1.43,12.51,4.84,7.31,0.17,1,1,1,1,1,1,1,40.49
4438,Mumbai-04,"BorivaliEast,Mumbai-MPCB",15/06/2019,15-06-201900:00,16-06-201900:00,11.34,37.91,2.15,13.1,4.62,7.38,0.18,47.9,1.48,,,,11.34,37.91,2.15,13.1,4.62,7.38,0.18,1,1,1,1,1,1,1,37.91
4439,Mumbai-04,"BorivaliEast,Mumbai-MPCB",16/06/2019,16-06-201900:00,17-06-201900:00,10,47.46,1.34,9.82,4.3,7.33,0.15,48.2,0.12,,,,10,47.46,1.34,9.82,4.3,7.33,0.15,1,1,1,1,1,1,1,47.46
4440,Mumbai-04,"BorivaliEast,Mumbai-MPCB",17/06/2019,17-06-201900:00,18-06-201900:00,10.66,46.84,1.54,9.12,3.8,7.27,0.13,48.59,0,,,,10.66,46.84,1.54,9.12,3.8,7.27,0.13,1,1,1,1,1,1,1,46.84
4441,Mumbai-04,"BorivaliEast,Mumbai-MPCB",18/06/2019,18-06-201900:00,19-06-201900:00,11.75,38.12,1.13,9.49,3.13,7.22,0.16,48.98,0.04,,,,11.75,38.12,1.13,9.49,3.13,7.22,0.16,1,1,1,1,1,1,1,38.12
4442,Mumbai-04,"BorivaliEast,Mumbai-MPCB",19/06/2019,19-06-201900:00,20-06-201900:00,12.12,40.99,1.66,10.96,3.61,7.55,0.2,47.06,0.65,,,,12.12,40.99,1.66,10.96,3.61,7.55,0.2,1,1,1,1,1,1,1,40.99
4443,Mumbai-04,"BorivaliEast,Mumbai-MPCB",20/06/2019,20-06-201900:00,21-06-201900:00,13.3,52.21,1.69,5.6,4.21,7.57,0.19,46.48,0.04,,,,13.3,52.21,1.69,5.6,4.21,7.57,0.19,1,1,1,1,1,1,1,52.21
4444,Mumbai-04,"BorivaliEast,Mumbai-MPCB",21/06/2019,21-06-201900:00,22-06-201900:00,13.23,49.29,1.68,6.26,3.68,7.72,0.17,45.14,0.06,,,,13.23,49.29,1.68,6.26,3.68,7.72,0.17,1,1,1,1,1,1,1,49.29
4445,Mumbai-04,"BorivaliEast,Mumbai-MPCB",22/06/2019,22-06-201900:00,23-06-201900:00,16.45,60.84,1.41,7.14,3.22,7.76,0.15,45.7,0.26,,,,16.45,60.84,1.41,7.14,3.22,7.76,0.15,1,1,1,1,1,1,1,60.84
4446,Mumbai-04,"BorivaliEast,Mumbai-MPCB",23/06/2019,23-06-201900:00,24-06-201900:00,17.53,66.53,1.55,5.94,2.84,7.71,0.14,44.96,0.15,,,,17.53,66.53,1.55,5.94,2.84,7.71,0.14,1,1,1,1,1,1,1,66.53
4447,Mumbai-04,"BorivaliEast,Mumbai-MPCB",24/06/2019,24-06-201900:00,25-06-201900:00,15.64,46.57,2.09,7.85,2.52,7.56,0.2,44.4,0.26,,,,15.64,46.57,2.09,7.85,2.52,7.56,0.2,1,1,1,1,1,1,1,46.57
4448,Mumbai-04,"BorivaliEast,Mumbai-MPCB",25/06/2019,25-06-201900:00,26-06-201900:00,18.05,42.06,4.04,9.96,3.51,7.63,0.26,44.23,3.38,,,,18.05,42.06,4.04,9.96,3.51,7.63,0.26,1,1,1,1,1,1,1,42.06
4449,Mumbai-04,"BorivaliEast,Mumbai-MPCB",26/06/2019,26-06-201900:00,27-06-201900:00,13.8,33.47,3,9.7,6.76,7.47,0.22,44.76,1.37,,,,13.8,33.47,3,9.7,6.76,7.47,0.22,1,1,1,1,1,1,1,33.47
4450,Mumbai-04,"BorivaliEast,Mumbai-MPCB",27/06/2019,27-06-201900:00,28-06-201900:00,6.65,16.32,1.78,11.41,4.75,7.22,0.2,45.72,0.59,,,,6.65,16.32,1.78,11.41,4.75,7.22,0.2,1,1,1,1,1,1,1,16.32
4451,Mumbai-04,"BorivaliEast,Mumbai-MPCB",28/06/2019,28-06-201900:00,29-06-201900:00,4.62,10.72,0.77,9.5,2.98,7.24,0.16,46.5,0,,,,4.62,10.72,0.77,9.5,2.98,7.24,0.16,1,1,1,1,1,1,1,10.72
4452,Mumbai-04,"BorivaliEast,Mumbai-MPCB",29/06/2019,29-06-201900:00,30-06-201900:00,9.77,21.22,1.26,9.59,2.98,7.4,0.2,46.17,2.14,,,,9.77,21.22,1.26,9.59,2.98,7.4,0.2,1,1,1,1,1,1,1,21.22
4453,Mumbai-04,"BorivaliEast,Mumbai-MPCB",30/06/2019,30-06-201900:00,01-07-201900:00,7.79,21.89,1.22,7.78,2.8,7.43,0.19,41.57,0.14,,,,7.79,21.89,1.22,7.78,2.8,7.43,0.19,1,1,1,1,1,1,1,21.89
4454,Mumbai-04,"BorivaliEast,Mumbai-MPCB",01/07/2019,01-07-201900:00,02-07-201900:00,5.91,11.48,0.57,9.94,3.09,7.52,0.18,42.89,0.32,,,,5.91,11.48,0.57,9.94,3.09,7.52,0.18,1,1,1,1,1,1,1,11.48
4455,Mumbai-04,"BorivaliEast,Mumbai-MPCB",02/07/2019,02-07-201900:00,03-07-201900:00,8.45,9.67,1.04,8.87,2.58,7.56,0.19,41.85,0.17,,,,8.45,9.67,1.04,8.87,2.58,7.56,0.19,1,1,1,1,1,1,1,9.67
4456,Mumbai-04,"BorivaliEast,Mumbai-MPCB",03/07/2019,03-07-201900:00,04-07-201900:00,12.38,24.41,2.75,12.62,3.79,7.75,0.26,41.14,1.99,,,,12.38,24.41,2.75,12.62,3.79,7.75,0.26,1,1,1,1,1,1,1,24.41
4457,Mumbai-04,"BorivaliEast,Mumbai-MPCB",04/07/2019,04-07-201900:00,05-07-201900:00,13.39,26,2.61,10.75,4.65,7.54,0.24,41.15,1.79,,,,13.39,26,2.61,10.75,4.65,7.54,0.24,1,1,1,1,1,1,1,26
4458,Mumbai-04,"BorivaliEast,Mumbai-MPCB",05/07/2019,05-07-201900:00,06-07-201900:00,10.01,27.25,2.55,8.81,4.31,8,0.19,41.39,0.07,,,,10.01,27.25,2.55,8.81,4.31,8,0.19,1,1,1,1,1,1,1,27.25
4459,Mumbai-04,"BorivaliEast,Mumbai-MPCB",06/07/2019,06-07-201900:00,07-07-201900:00,9.75,35.52,1.4,11.45,3.38,7.62,0.17,42.19,0,,,,9.75,35.52,1.4,11.45,3.38,7.62,0.17,1,1,1,1,1,1,1,35.52
4460,Mumbai-04,"BorivaliEast,Mumbai-MPCB",07/07/2019,07-07-201900:00,08-07-201900:00,9.46,44.35,1.07,7.62,2.98,7.68,0.14,42.28,0.01,,,,9.46,44.35,1.07,7.62,2.98,7.68,0.14,1,1,1,1,1,1,1,44.35
4461,Mumbai-04,"BorivaliEast,Mumbai-MPCB",08/07/2019,08-07-201900:00,09-07-201900:00,7.32,25.52,1.11,10.29,2.82,7.59,0.16,41.53,0.02,,,,7.32,25.52,1.11,10.29,2.82,7.59,0.16,1,1,1,1,1,1,1,25.52
4462,Mumbai-04,"BorivaliEast,Mumbai-MPCB",09/07/2019,09-07-201900:00,10-07-201900:00,7.18,32.78,1.57,7.58,3.06,7.66,0.14,41.47,0.01,,,,7.18,32.78,1.57,7.58,3.06,7.66,0.14,1,1,1,1,1,1,1,32.78
4463,Mumbai-04,"BorivaliEast,Mumbai-MPCB",10/07/2019,10-07-201900:00,11-07-201900:00,6.71,14.78,1.08,9.77,2.85,7.58,0.16,42.64,0.04,,,,6.71,14.78,1.08,9.77,2.85,7.58,0.16,1,1,1,1,1,1,1,14.78
4464,Mumbai-04,"BorivaliEast,Mumbai-MPCB",11/07/2019,11-07-201900:00,12-07-201900:00,7.37,27.45,1.97,9.05,2.53,7.49,0.14,43.68,0.05,,,,7.37,27.45,1.97,9.05,2.53,7.49,0.14,1,1,1,1,1,1,1,27.45
4465,Mumbai-04,"BorivaliEast,Mumbai-MPCB",12/07/2019,12-07-201900:00,13-07-201900:00,7.52,32.61,2.03,8.64,2.47,7.49,0.15,43.92,0,,,,7.52,32.61,2.03,8.64,2.47,7.49,0.15,1,1,1,1,1,1,1,32.61
4466,Mumbai-04,"BorivaliEast,Mumbai-MPCB",13/07/2019,13-07-201900:00,14-07-201900:00,6.57,22.41,2.3,8.83,2.35,7.78,0.2,42.89,0.03,,,,6.57,22.41,2.3,8.83,2.35,7.78,0.2,1,1,1,1,1,1,1,22.41
4467,Mumbai-04,"BorivaliEast,Mumbai-MPCB",14/07/2019,14-07-201900:00,15-07-201900:00,6.27,23.87,1.82,8.24,3.22,7.64,0.2,44.13,0.13,,,,6.27,23.87,1.82,8.24,3.22,7.64,0.2,1,1,1,1,1,1,1,23.87
4468,Mumbai-04,"BorivaliEast,Mumbai-MPCB",15/07/2019,15-07-201900:00,16-07-201900:00,6.75,36.47,1.24,7.85,3.31,7.38,0.18,44.46,0,,,,6.75,36.47,1.24,7.85,3.31,7.38,0.18,1,1,1,1,1,1,1,36.47
4469,Mumbai-04,"BorivaliEast,Mumbai-MPCB",16/07/2019,16-07-201900:00,17-07-201900:00,8.55,30.17,1.62,7.05,3.56,7.74,0.19,44.38,0.05,,,,8.55,30.17,1.62,7.05,3.56,7.74,0.19,1,1,1,1,1,1,1,30.17
4470,Mumbai-04,"BorivaliEast,Mumbai-MPCB",17/07/2019,17-07-201900:00,18-07-201900:00,8.92,28.39,1.55,5.15,3.19,7.49,0.21,44.27,0.05,,,,8.92,28.39,1.55,5.15,3.19,7.49,0.21,1,1,1,1,1,1,1,28.39
4471,Mumbai-04,"BorivaliEast,Mumbai-MPCB",18/07/2019,18-07-201900:00,19-07-201900:00,9.7,32.69,1.11,4.73,3.38,7.5,0.18,44.21,0.09,,,,9.7,32.69,1.11,4.73,3.38,7.5,0.18,1,1,1,1,1,1,1,32.69
4472,Mumbai-04,"BorivaliEast,Mumbai-MPCB",19/07/2019,19-07-201900:00,20-07-201900:00,13.92,39.9,1.24,4.7,3.85,7.6,0.17,44.2,0.1,,,,13.92,39.9,1.24,4.7,3.85,7.6,0.17,1,1,1,1,1,1,1,39.9
4473,Mumbai-04,"BorivaliEast,Mumbai-MPCB",20/07/2019,20-07-201900:00,21-07-201900:00,13.64,28.52,2.6,6.01,3.33,7.54,0.22,45.96,0.4,,,,13.64,28.52,2.6,6.01,3.33,7.54,0.22,1,1,1,1,1,1,1,28.52
4474,Mumbai-04,"BorivaliEast,Mumbai-MPCB",21/07/2019,21-07-201900:00,22-07-201900:00,13.3,22.18,1.43,7.96,3.67,7.8,0.23,46.38,0.18,,,,13.3,22.18,1.43,7.96,3.67,7.8,0.23,1,1,1,1,1,1,1,22.18
4475,Mumbai-04,"BorivaliEast,Mumbai-MPCB",22/07/2019,22-07-201900:00,23-07-201900:00,8.62,17.86,1.09,7.85,3.49,7.73,0.21,47.39,0.4,,,,8.62,17.86,1.09,7.85,3.49,7.73,0.21,1,1,1,1,1,1,1,17.86
4476,Mumbai-04,"BorivaliEast,Mumbai-MPCB",23/07/2019,23-07-201900:00,24-07-201900:00,4.21,10.52,1.13,7.94,3.57,7.76,0.19,45.44,2.42,,,,4.21,10.52,1.13,7.94,3.57,7.76,0.19,1,1,1,1,1,1,1,10.52
4477,Mumbai-04,"BorivaliEast,Mumbai-MPCB",24/07/2019,24-07-201900:00,25-07-201900:00,4.49,9.86,1.08,12.12,2.56,7.69,0.19,43.28,7.8,,,,4.49,9.86,1.08,12.12,2.56,7.69,0.19,1,1,1,1,1,1,1,12.12
4478,Mumbai-04,"BorivaliEast,Mumbai-MPCB",25/07/2019,25-07-201900:00,26-07-201900:00,10.13,26.24,1.62,11.78,1.81,7.53,0.21,42.47,8.1,,,,10.13,26.24,1.62,11.78,1.81,7.53,0.21,1,1,1,1,1,1,1,26.24
4479,Mumbai-04,"BorivaliEast,Mumbai-MPCB",26/07/2019,26-07-201900:00,27-07-201900:00,8.62,22.76,1.09,8.37,1.77,7.52,0.15,43.13,7.8,,,,8.62,22.76,1.09,8.37,1.77,7.52,0.15,1,1,1,1,1,1,1,22.76
4480,Mumbai-04,"BorivaliEast,Mumbai-MPCB",27/07/2019,27-07-201900:00,28-07-201900:00,8.48,28.42,1.11,10.13,1.68,7.71,0.17,44.12,7.2,,,,8.48,28.42,1.11,10.13,1.68,7.71,0.17,1,1,1,1,1,1,1,28.42
4481,Mumbai-04,"BorivaliEast,Mumbai-MPCB",28/07/2019,28-07-201900:00,29-07-201900:00,10.83,38.53,1.25,8.56,1.6,7.6,0.17,44.59,6.98,,,,10.83,38.53,1.25,8.56,1.6,7.6,0.17,1,1,1,1,1,1,1,38.53
4482,Mumbai-04,"BorivaliEast,Mumbai-MPCB",29/07/2019,29-07-201900:00,30-07-201900:00,9.86,31.38,0.93,10.18,1.56,8.06,0.14,43.67,5.88,,,,9.86,31.38,0.93,10.18,1.56,8.06,0.14,1,1,1,1,1,1,1,31.38
4483,Mumbai-04,"BorivaliEast,Mumbai-MPCB",30/07/2019,30-07-201900:00,31-07-201900:00,6.82,16.54,1.09,9.83,1.71,7.53,0.15,44.03,5.81,,,,6.82,16.54,1.09,9.83,1.71,7.53,0.15,1,1,1,1,1,1,1,16.54
4484,Mumbai-04,"BorivaliEast,Mumbai-MPCB",31/07/2019,31-07-201900:00,01-08-201900:00,5.84,17.28,1.59,10.14,1.94,7.78,0.17,44.06,8.22,,,,5.84,17.28,1.59,10.14,1.94,7.78,0.17,1,1,1,1,1,1,1,17.28
4485,Mumbai-04,"BorivaliEast,Mumbai-MPCB",01/08/2019,01-08-201900:00,02-08-201900:00,5.55,25.69,1.55,7.96,1.95,7.7,0.15,44.81,7.71,,,,5.55,25.69,1.55,7.96,1.95,7.7,0.15,1,1,1,1,1,1,1,25.69
4486,Mumbai-04,"BorivaliEast,Mumbai-MPCB",02/08/2019,02-08-201900:00,03-08-201900:00,4.73,15.42,1.23,8.06,1.9,7.76,0.14,46.16,7.37,,,,4.73,15.42,1.23,8.06,1.9,7.76,0.14,1,1,1,1,1,1,1,15.42
4487,Mumbai-04,"BorivaliEast,Mumbai-MPCB",03/08/2019,03-08-201900:00,04-08-201900:00,4.49,11.85,0.8,7.27,1.62,7.73,0.14,47.49,7.42,,,,4.49,11.85,0.8,7.27,1.62,7.73,0.14,1,1,1,1,1,1,1,11.85
4488,Mumbai-04,"BorivaliEast,Mumbai-MPCB",04/08/2019,04-08-201900:00,05-08-201900:00,7.04,21.45,0.81,7.12,1.38,7.83,0.14,46.61,7.12,,,,7.04,21.45,0.81,7.12,1.38,7.83,0.14,1,1,1,1,1,1,1,21.45
4489,Mumbai-04,"BorivaliEast,Mumbai-MPCB",05/08/2019,05-08-201900:00,06-08-201900:00,6.54,30.55,1.33,7.01,1.35,7.77,0.14,45.77,5.67,,,,6.54,30.55,1.33,7.01,1.35,7.77,0.14,1,1,1,1,1,1,1,30.55
4490,Mumbai-04,"BorivaliEast,Mumbai-MPCB",06/08/2019,06-08-201900:00,07-08-201900:00,4.59,26.79,1.88,8.44,1.45,7.96,0.16,44.55,5.23,,,,4.59,26.79,1.88,8.44,1.45,7.96,0.16,1,1,1,1,1,1,1,26.79
4491,Mumbai-04,"BorivaliEast,Mumbai-MPCB",07/08/2019,07-08-201900:00,08-08-201900:00,9.59,37.66,1.92,7.75,1.58,7.85,0.17,45.49,2.73,,,,9.59,37.66,1.92,7.75,1.58,7.85,0.17,1,1,1,1,1,1,1,37.66
4492,Mumbai-04,"BorivaliEast,Mumbai-MPCB",08/08/2019,08-08-201900:00,09-08-201900:00,13.84,61.7,1.47,8.54,3.66,8.26,0.2,30.69,2.2,,,,13.84,61.7,1.47,8.54,3.66,8.26,0.2,1,1,1,1,1,1,1,61.7
4493,Mumbai-04,"BorivaliEast,Mumbai-MPCB",09/08/2019,09-08-201900:00,10-08-201900:00,15.11,57.16,0.96,7.79,3.2,7.94,0.21,10.67,2.82,,,,15.11,57.16,0.96,7.79,3.2,7.94,0.21,1,1,1,1,1,1,1,57.16
